SectionSource;SectionTarget;Session;Source;Student;Target
df13b37d70964faf88cfb44b7a36ac55;1d7d5a6b311445069d3cfc4dd0821b98;1f9ccd3264b034c2837dc771d509763d;Other;e390;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;1f9ccd3264b034c2837dc771d509763d;Quiz;e390;Other
df13b37d70964faf88cfb44b7a36ac55;1d7d5a6b311445069d3cfc4dd0821b98;88bb496a2cf8bfeb1a107650d1ca2a77;Other;e150;Video
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;88bb496a2cf8bfeb1a107650d1ca2a77;Video;e150;Other
df13b37d70964faf88cfb44b7a36ac55;1d7d5a6b311445069d3cfc4dd0821b98;88bb496a2cf8bfeb1a107650d1ca2a77;Other;e150;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;88bb496a2cf8bfeb1a107650d1ca2a77;Quiz;e150;Other
df13b37d70964faf88cfb44b7a36ac55;1d7d5a6b311445069d3cfc4dd0821b98;c888554bf43bead0b32eb1948e2428ed;Other;e232;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;3745cac2724730f7b3c51685d9a44c66;Signin;e232;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;3745cac2724730f7b3c51685d9a44c66;Video;e232;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;3745cac2724730f7b3c51685d9a44c66;Video;e232;Video
1d7d5a6b311445069d3cfc4dd0821b98;5b849ceb504146e9b2e8a9261f6e1537;3745cac2724730f7b3c51685d9a44c66;Video;e232;Other
5b849ceb504146e9b2e8a9261f6e1537;1d7d5a6b311445069d3cfc4dd0821b98;4bca0598123f73a0e4b74604afa2503d;Other;e232;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;c6bfd0472e161e31a4da16b27abb9a96;Signin;e232;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;5b849ceb504146e9b2e8a9261f6e1537;c6bfd0472e161e31a4da16b27abb9a96;Quiz;e232;Other
;1d7d5a6b311445069d3cfc4dd0821b98;da4a6d06911337f9ab5b3c69c0bb5e42;Other;e233;Video
1d7d5a6b311445069d3cfc4dd0821b98;;da4a6d06911337f9ab5b3c69c0bb5e42;Video;e233;Other
5b849ceb504146e9b2e8a9261f6e1537;1d7d5a6b311445069d3cfc4dd0821b98;694cf000354d72a7f132d4c933275b02;Other;e233;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;694cf000354d72a7f132d4c933275b02;Video;e233;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;694cf000354d72a7f132d4c933275b02;Video;e233;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;694cf000354d72a7f132d4c933275b02;Video;e233;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;694cf000354d72a7f132d4c933275b02;Quiz;e233;Other
3136d5e86b6a4345a1a8081d155f8131;1d7d5a6b311445069d3cfc4dd0821b98;63d197bbb8817207c1ed9cf255596b65;Other;e233;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;95924a0a343ae9cfd184f44822fd07ff;Signin;e233;Video
;1d7d5a6b311445069d3cfc4dd0821b98;b425d8ae88053e9331dca1fee43f65f6;Other;e235;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;f1f1341298917369041013d39b623131;Signin;e235;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;f1f1341298917369041013d39b623131;Quiz;e235;Other
5b849ceb504146e9b2e8a9261f6e1537;1d7d5a6b311445069d3cfc4dd0821b98;87d8517667529bbc89b4e3f00b907358;Other;e78;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;87d8517667529bbc89b4e3f00b907358;Quiz;e78;Other
da4c98ec26234ffebf5213cb9bf4dad3;1d7d5a6b311445069d3cfc4dd0821b98;878b047cb77bfa784daeaecf5811e88c;Other;e78;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;4bfc81914333eef4c9278e5883402abd;Signin;e78;Video
1d7d5a6b311445069d3cfc4dd0821b98;3136d5e86b6a4345a1a8081d155f8131;4bfc81914333eef4c9278e5883402abd;Video;e78;Other
;1d7d5a6b311445069d3cfc4dd0821b98;6edce9146f1b55d72e5a1e52aa09cf15;Other;e73;Video
1d7d5a6b311445069d3cfc4dd0821b98;;6edce9146f1b55d72e5a1e52aa09cf15;Video;e73;Other
;1d7d5a6b311445069d3cfc4dd0821b98;6edce9146f1b55d72e5a1e52aa09cf15;Other;e73;Video
1d7d5a6b311445069d3cfc4dd0821b98;d2f700a5bb0e49c187a940ddd4e19590;6edce9146f1b55d72e5a1e52aa09cf15;Video;e73;Other
d2f700a5bb0e49c187a940ddd4e19590;1d7d5a6b311445069d3cfc4dd0821b98;17a8c7c1a66c72b55ee01ac7f18e01fe;Other;e73;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;5538d5def9458718c2d03b8bb023702a;Signin;e73;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;5538d5def9458718c2d03b8bb023702a;Quiz;e73;Other
;1d7d5a6b311445069d3cfc4dd0821b98;dd898aa23fce1656452aa6a8a468b24f;Other;e182;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;1fb02b086c6d4c9ffaa544a579f08806;Signin;e182;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;1fb02b086c6d4c9ffaa544a579f08806;Video;e182;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;1fb02b086c6d4c9ffaa544a579f08806;Video;e182;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;1fb02b086c6d4c9ffaa544a579f08806;Video;e182;Video
1d7d5a6b311445069d3cfc4dd0821b98;df13b37d70964faf88cfb44b7a36ac55;1fb02b086c6d4c9ffaa544a579f08806;Video;e182;Other
df13b37d70964faf88cfb44b7a36ac55;1d7d5a6b311445069d3cfc4dd0821b98;1fb02b086c6d4c9ffaa544a579f08806;Other;e182;Signout
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;969b1cab12335b7f3b85f5a45607bbc6;Signin;e182;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;969b1cab12335b7f3b85f5a45607bbc6;Video;e182;Video
1d7d5a6b311445069d3cfc4dd0821b98;5b849ceb504146e9b2e8a9261f6e1537;969b1cab12335b7f3b85f5a45607bbc6;Video;e182;Other
5b849ceb504146e9b2e8a9261f6e1537;1d7d5a6b311445069d3cfc4dd0821b98;1fb02b086c6d4c9ffaa544a579f08806;Other;e182;Quiz
1d7d5a6b311445069d3cfc4dd0821b98;5b849ceb504146e9b2e8a9261f6e1537;1fb02b086c6d4c9ffaa544a579f08806;Quiz;e182;Other
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;e2fcf664a2f87b22fd2d69fb2d078c31;Video;e180;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;e2fcf664a2f87b22fd2d69fb2d078c31;Video;e180;Video
1d7d5a6b311445069d3cfc4dd0821b98;1d7d5a6b311445069d3cfc4dd0821b98;e2fcf664a2f87b22fd2d69fb2d078c31;Video;e180;Video
